League,Team,Player,Nation,Age,MatchesPlayed,MinutesPlayed,TklW,Blocks,Cmp%,LongCmp%,xAG,keyPasses,FinalThirdPasses,PrgP
ITA-Serie A,Atalanta,Mitchel Bakker,NED,24-333,24,1139,0,0,77.8,0.0,0.0,0.0,1.0,1.0
ITA-Serie A,Atalanta,Mitchel Bakker,NED,24-333,1,22,0,0,77.8,60.0,2.7,23.0,42.0,57.0
ITA-Serie A,Atalanta,Mitchel Bakker,NED,24-333,1,22,0,0,77.8,0.0,0.0,0.0,1.0,1.0
ITA-Serie A,Atalanta,Éderson,BRA,25-316,36,2845,31,29,86.4,74.7,4.3,37.0,190.0,212.0
ITA-Serie A,Bologna,Giovanni Fabbian,ITA,22-125,29,1013,6,7,72.0,33.3,1.2,8.0,15.0,16.0
ITA-Serie A,Bologna,Kacper Urbanski,POL,20-254,7,247,2,5,84.1,70.0,0.5,9.0,14.0,15.0
ITA-Serie A,Bologna,Kacper Urbanski,POL,20-254,7,247,2,5,86.3,86.7,0.1,4.0,30.0,41.0
ITA-Serie A,Bologna,Kacper Urbanski,POL,20-254,8,500,2,5,84.1,70.0,0.5,9.0,14.0,15.0
ITA-Serie A,Bologna,Kacper Urbanski,POL,20-254,8,500,2,5,86.3,86.7,0.1,4.0,30.0,41.0
ITA-Serie A,Bologna,Lewis Ferguson,SCO,25-268,15,893,12,9,87.8,70.2,1.0,11.0,56.0,47.0
ITA-Serie A,Bologna,Michel Aebischer,SUI,28-133,13,679,12,4,87.9,80.0,0.3,7.0,40.0,29.0
ITA-Serie A,Bologna,Nikola Moro,CRO,27-068,22,1208,27,18,80.2,67.1,0.8,20.0,98.0,93.0
ITA-Serie A,Bologna,Oussama El Azzouzi,MAR,23-355,2,19,0,0,94.4,100.0,0.0,0.0,2.0,4.0
ITA-Serie A,Bologna,Remo Freuler,SUI,33-034,36,3124,40,37,88.0,63.9,1.4,34.0,197.0,202.0
ITA-Serie A,Bologna,Tommaso Pobega,ITA,25-308,20,1133,19,15,82.1,51.1,1.4,12.0,47.0,37.0
ITA-Serie A,Cagliari,Alessandro Deiola,ITA,29-291,28,1342,19,26,73.8,58.9,0.7,5.0,44.0,39.0
ITA-Serie A,Cagliari,Antoine Makoumbou,CGO,26-305,32,2094,23,25,89.0,58.1,0.9,8.0,69.0,89.0
ITA-Serie A,Cagliari,Matteo Prati,ITA,21-142,12,570,4,5,72.0,44.1,0.7,6.0,20.0,23.0
ITA-Serie A,Cagliari,Michel Ndary Adopo,FRA,24-304,34,2319,32,20,83.0,65.6,2.4,19.0,88.0,103.0
ITA-Serie A,Cagliari,Răzvan Marin,ROU,28-361,32,1372,13,6,76.0,46.9,3.6,33.0,54.0,80.0
ITA-Serie A,Como,Ben Lhassine Kone,CIV,25-066,4,51,2,0,95.8,100.0,0.0,0.0,3.0,3.0
ITA-Serie A,Como,Daniele Baselli,ITA,33-068,2,22,0,0,88.9,50.0,0.0,0.0,2.0,4.0
ITA-Serie A,Como,Luca Mazzitelli,ITA,29-185,11,335,6,5,79.2,65.5,0.6,6.0,21.0,27.0
ITA-Serie A,Como,Lucas Da Cunha,FRA,23-344,35,2523,21,17,84.6,56.9,3.7,55.0,134.0,144.0
ITA-Serie A,Como,Matthias Braunöder,AUT,23-053,8,268,4,3,87.7,62.5,0.0,0.0,13.0,18.0
ITA-Serie A,Como,Maxence Caqueret,FRA,25-093,9,573,19,15,79.9,60.7,0.4,10.0,39.0,50.0
ITA-Serie A,Como,Maxence Caqueret,FRA,25-093,9,573,19,15,83.2,71.1,1.5,19.0,66.0,73.0
ITA-Serie A,Como,Maxence Caqueret,FRA,25-093,17,1043,19,15,79.9,60.7,0.4,10.0,39.0,50.0
ITA-Serie A,Como,Maxence Caqueret,FRA,25-093,17,1043,19,15,83.2,71.1,1.5,19.0,66.0,73.0
ITA-Serie A,Como,Máximo Perrone,ARG,22-132,25,1805,27,14,90.3,70.7,2.2,29.0,94.0,95.0
ITA-Serie A,Como,Sergi Roberto,ESP,33-101,13,696,8,7,90.3,68.4,0.7,15.0,28.0,36.0
ITA-Serie A,Empoli,Alberto Grassi,ITA,30-073,27,2113,21,22,74.6,43.9,0.8,7.0,58.0,67.0
ITA-Serie A,Empoli,Faustino Anjorin,ENG,23-177,21,1083,12,18,80.0,51.0,1.7,17.0,41.0,53.0
ITA-Serie A,Empoli,Jacopo Bacci,ITA,19-334,3,31,0,0,54.5,50.0,0.0,0.0,1.0,1.0
ITA-Serie A,Empoli,Jacopo Fazzini,ITA,22-064,19,1293,19,13,72.4,40.0,0.5,11.0,25.0,45.0
ITA-Serie A,Empoli,Liam Henderson,SCO,29-024,35,2278,21,19,72.9,40.9,3.8,32.0,90.0,106.0
ITA-Serie A,Empoli,Nicolas Haas,SUI,29-116,10,287,8,2,81.8,55.6,0.1,2.0,5.0,9.0
ITA-Serie A,Empoli,Petar Stojanović,SVN,29-224,1,3,0,0,33.3,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,Empoli,Szymon Żurkowski,POL,27-236,5,106,4,3,81.8,0.0,0.0,0.0,0.0,1.0
ITA-Serie A,Empoli,Viktor Kovalenko,UKR,29-094,6,77,1,0,70.3,33.3,0.0,0.0,4.0,4.0
ITA-Serie A,Empoli,Youssef Maleh,MAR,26-270,22,1510,23,25,71.1,48.6,0.9,12.0,62.0,72.0
ITA-Serie A,Fiorentina,Alessandro Bianco,ITA,22-230,1,18,0,0,75.0,100.0,0.0,0.0,1.0,0.0
ITA-Serie A,Fiorentina,Alessandro Bianco,ITA,22-230,1,18,0,0,86.0,72.3,1.2,18.0,139.0,124.0
ITA-Serie A,Fiorentina,Alessandro Bianco,ITA,22-230,33,2510,0,0,75.0,100.0,0.0,0.0,1.0,0.0
ITA-Serie A,Fiorentina,Alessandro Bianco,ITA,22-230,33,2510,0,0,86.0,72.3,1.2,18.0,139.0,124.0
ITA-Serie A,Fiorentina,Amir Richardson,MAR,23-115,26,1029,11,12,87.4,68.4,0.5,7.0,43.0,45.0
ITA-Serie A,Fiorentina,Danilo Cataldi,ITA,30-286,25,1728,16,17,84.5,53.4,0.8,15.0,83.0,90.0
ITA-Serie A,Fiorentina,Nicolò Fagioli,ITA,24-096,14,872,10,9,82.7,55.8,2.0,16.0,35.0,36.0
ITA-Serie A,Fiorentina,Nicolò Fagioli,ITA,24-096,14,872,10,9,88.5,62.8,0.1,4.0,36.0,41.0
ITA-Serie A,Fiorentina,Nicolò Fagioli,ITA,24-096,17,571,10,9,82.7,55.8,2.0,16.0,35.0,36.0
ITA-Serie A,Fiorentina,Nicolò Fagioli,ITA,24-096,17,571,10,9,88.5,62.8,0.1,4.0,36.0,41.0
ITA-Serie A,Fiorentina,Rolando Mandragora,ITA,27-324,28,1841,11,22,77.9,53.2,4.2,27.0,69.0,86.0
ITA-Serie A,Fiorentina,Sofyan Amrabat,MAR,28-271,2,180,2,1,84.2,65.0,0.1,2.0,10.0,14.0
ITA-Serie A,Fiorentina,Yacine Adli,FRA,24-294,26,1234,19,13,80.7,60.1,2.4,23.0,84.0,103.0
ITA-Serie A,Genoa,Emil Bohinen,NOR,26-068,3,166,4,2,80.2,80.0,0.1,3.0,1.0,5.0
ITA-Serie A,Genoa,Federico Accornero,ITA,21-103,1,5,0,0,66.7,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,Genoa,Gastón Pereiro,URU,29-342,2,31,0,0,73.3,100.0,0.0,0.0,1.0,2.0
ITA-Serie A,Genoa,Jean Onana,CMR,25-131,8,214,6,3,82.5,77.8,0.1,2.0,6.0,8.0
ITA-Serie A,Genoa,Milan Badelj,CRO,36-083,23,1472,16,19,81.5,53.6,1.1,12.0,73.0,83.0
ITA-Serie A,Genoa,Morten Frendrup,DEN,24-042,35,3103,61,62,85.4,61.5,0.9,14.0,79.0,106.0
ITA-Serie A,Genoa,Patrizio Masini,ITA,24-112,25,1448,28,24,76.6,56.3,0.2,6.0,29.0,43.0
ITA-Serie A,Hellas Verona,Antoine Bernede,FRA,25-358,13,584,8,6,73.6,51.5,0.5,10.0,25.0,29.0
ITA-Serie A,Hellas Verona,Cheikh Tidiane Niasse,SEN,25-120,11,755,15,17,80.0,81.8,0.1,3.0,16.0,25.0
ITA-Serie A,Hellas Verona,Daniel Bandeira,POR,25-038,11,407,0,2,82.6,51.9,0.1,3.0,18.0,25.0
ITA-Serie A,Hellas Verona,Ondrej Duda,SVK,30-165,27,2305,26,26,78.5,51.1,3.1,31.0,100.0,116.0
ITA-Serie A,Hellas Verona,Reda Belahyane,MAR,20-352,22,1658,26,20,83.7,47.0,1.0,16.0,71.0,73.0
ITA-Serie A,Hellas Verona,Reda Belahyane,MAR,20-352,22,1658,26,20,90.4,71.4,0.0,0.0,9.0,10.0
ITA-Serie A,Hellas Verona,Reda Belahyane,MAR,20-352,6,198,26,20,83.7,47.0,1.0,16.0,71.0,73.0
ITA-Serie A,Hellas Verona,Reda Belahyane,MAR,20-352,6,198,26,20,90.4,71.4,0.0,0.0,9.0,10.0
ITA-Serie A,Hellas Verona,Suat Serdar,GER,28-038,21,1296,19,19,75.1,63.3,1.0,9.0,46.0,52.0
ITA-Serie A,Inter,Davide Frattesi,ITA,25-209,28,1225,8,12,82.5,81.3,0.8,7.0,20.0,31.0
ITA-Serie A,Inter,Hakan Çalhanoğlu,TUR,31-100,28,1888,23,16,86.6,67.6,5.4,47.0,140.0,170.0
ITA-Serie A,Inter,Henrikh Mkhitaryan,ARM,36-118,32,2396,24,29,87.4,81.1,2.7,29.0,156.0,199.0
ITA-Serie A,Inter,Kristjan Asllani,ALB,23-071,21,898,2,8,89.5,68.7,1.9,15.0,67.0,52.0
ITA-Serie A,Inter,Nicolò Barella,ITA,28-101,32,2462,31,25,81.9,63.6,4.5,55.0,167.0,231.0
ITA-Serie A,Inter,Piotr Zieliński,POL,30-364,26,980,10,10,89.5,57.6,0.9,14.0,77.0,65.0
ITA-Serie A,Juventus,Douglas Luiz,BRA,27-010,19,529,8,5,86.5,69.4,1.0,15.0,19.0,35.0
ITA-Serie A,Juventus,Khéphren Thuram,FRA,24-054,34,2236,18,31,88.4,67.1,3.6,25.0,121.0,117.0
ITA-Serie A,Juventus,Manuel Locatelli,ITA,27-131,35,2732,47,55,87.9,72.9,2.5,29.0,318.0,290.0
ITA-Serie A,Juventus,Nicolò Fagioli,ITA,24-096,14,872,10,4,82.7,55.8,2.0,16.0,35.0,36.0
ITA-Serie A,Juventus,Nicolò Fagioli,ITA,24-096,14,872,10,4,88.5,62.8,0.1,4.0,36.0,41.0
ITA-Serie A,Juventus,Nicolò Fagioli,ITA,24-096,17,571,10,4,82.7,55.8,2.0,16.0,35.0,36.0
ITA-Serie A,Juventus,Nicolò Fagioli,ITA,24-096,17,571,10,4,88.5,62.8,0.1,4.0,36.0,41.0
ITA-Serie A,Lazio,Mattéo Guendouzi,FRA,26-035,36,3180,20,33,89.9,76.4,3.2,42.0,277.0,307.0
ITA-Serie A,Lazio,Matías Vecino,URU,33-268,19,862,7,8,81.1,77.1,2.4,11.0,32.0,29.0
ITA-Serie A,Lazio,Nicolò Rovella,ITA,23-166,32,2643,48,19,89.7,69.0,2.2,30.0,161.0,149.0
ITA-Serie A,Lazio,Reda Belahyane,MAR,20-352,22,1658,6,3,83.7,47.0,1.0,16.0,71.0,73.0
ITA-Serie A,Lazio,Reda Belahyane,MAR,20-352,22,1658,6,3,90.4,71.4,0.0,0.0,9.0,10.0
ITA-Serie A,Lazio,Reda Belahyane,MAR,20-352,6,198,6,3,83.7,47.0,1.0,16.0,71.0,73.0
ITA-Serie A,Lazio,Reda Belahyane,MAR,20-352,6,198,6,3,90.4,71.4,0.0,0.0,9.0,10.0
ITA-Serie A,Lecce,Balthazar Pierret,FRA,25-004,30,1723,31,19,83.6,51.0,0.4,10.0,80.0,82.0
ITA-Serie A,Lecce,Hamza Rafia,TUN,26-047,18,1058,27,7,77.6,47.8,1.4,16.0,47.0,51.0
ITA-Serie A,Lecce,Lassana Coulibaly,MLI,29-039,37,2577,29,42,81.7,71.3,0.9,11.0,67.0,92.0
ITA-Serie A,Lecce,Medon Berisha,ALB,21-210,16,657,8,6,78.5,62.1,0.6,10.0,45.0,41.0
ITA-Serie A,Lecce,Mohamed Kaba,FRA,23-204,14,421,8,10,81.5,46.2,0.0,1.0,18.0,18.0
ITA-Serie A,Lecce,Ylber Ramadani,ALB,29-037,28,1735,28,26,82.3,63.1,1.1,16.0,52.0,61.0
ITA-Serie A,Lecce,Þórir Jóhann Helgason,ISL,24-233,20,1124,7,7,64.2,47.9,1.1,22.0,23.0,38.0
ITA-Serie A,Milan,Ismaël Bennacer,ALG,27-169,12,646,4,5,91.0,64.0,1.8,13.0,83.0,72.0
ITA-Serie A,Milan,Ismaël Bennacer,ALG,27-169,12,646,4,5,89.1,66.7,0.1,4.0,22.0,23.0
ITA-Serie A,Milan,Ismaël Bennacer,ALG,27-169,6,300,4,5,91.0,64.0,1.8,13.0,83.0,72.0
ITA-Serie A,Milan,Ismaël Bennacer,ALG,27-169,6,300,4,5,89.1,66.7,0.1,4.0,22.0,23.0
ITA-Serie A,Milan,João Félix,POR,25-190,12,369,6,2,85.9,66.7,1.0,6.0,22.0,26.0
ITA-Serie A,Milan,João Félix,POR,25-190,12,369,6,2,80.4,61.5,0.9,9.0,25.0,36.0
ITA-Serie A,Milan,João Félix,POR,25-190,14,681,6,2,85.9,66.7,1.0,6.0,22.0,26.0
ITA-Serie A,Milan,João Félix,POR,25-190,14,681,6,2,80.4,61.5,0.9,9.0,25.0,36.0
ITA-Serie A,Milan,Kevin Zeroli,ITA,20-128,1,12,1,0,74.0,60.0,0.5,2.0,6.0,5.0
ITA-Serie A,Milan,Kevin Zeroli,ITA,20-128,8,395,1,0,74.0,60.0,0.5,2.0,6.0,5.0
ITA-Serie A,Milan,Mattia Liberali,ITA,18-043,1,61,1,0,77.4,0.0,0.0,1.0,4.0,5.0
ITA-Serie A,Milan,Ruben Loftus-Cheek,ENG,29-116,18,947,7,3,88.5,83.3,1.8,15.0,34.0,48.0
ITA-Serie A,Milan,Tijjani Reijnders,NED,26-294,36,3038,13,22,87.1,69.8,3.2,44.0,129.0,218.0
ITA-Serie A,Milan,Warren Bondo,FRA,21-246,4,162,3,1,91.7,100.0,0.1,1.0,9.0,7.0
ITA-Serie A,Milan,Warren Bondo,FRA,21-246,4,162,3,1,88.9,65.1,0.3,5.0,35.0,39.0
ITA-Serie A,Milan,Warren Bondo,FRA,21-246,20,1618,3,1,91.7,100.0,0.1,1.0,9.0,7.0
ITA-Serie A,Milan,Warren Bondo,FRA,21-246,20,1618,3,1,88.9,65.1,0.3,5.0,35.0,39.0
ITA-Serie A,Milan,Youssouf Fofana,FRA,26-129,34,2493,34,32,85.7,60.3,3.4,23.0,140.0,176.0
ITA-Serie A,Monza,Alessandro Bianco,ITA,22-230,1,18,28,39,75.0,100.0,0.0,0.0,1.0,0.0
ITA-Serie A,Monza,Alessandro Bianco,ITA,22-230,1,18,28,39,86.0,72.3,1.2,18.0,139.0,124.0
ITA-Serie A,Monza,Alessandro Bianco,ITA,22-230,33,2510,28,39,75.0,100.0,0.0,0.0,1.0,0.0
ITA-Serie A,Monza,Alessandro Bianco,ITA,22-230,33,2510,28,39,86.0,72.3,1.2,18.0,139.0,124.0
ITA-Serie A,Monza,Gaetano Castrovilli,ITA,28-091,9,148,7,8,84.6,100.0,0.7,2.0,7.0,10.0
ITA-Serie A,Monza,Gaetano Castrovilli,ITA,28-091,9,148,7,8,78.2,47.6,0.4,7.0,12.0,24.0
ITA-Serie A,Monza,Gaetano Castrovilli,ITA,28-091,11,575,7,8,84.6,100.0,0.7,2.0,7.0,10.0
ITA-Serie A,Monza,Gaetano Castrovilli,ITA,28-091,11,575,7,8,78.2,47.6,0.4,7.0,12.0,24.0
ITA-Serie A,Monza,Kacper Urbanski,POL,20-254,7,247,3,7,84.1,70.0,0.5,9.0,14.0,15.0
ITA-Serie A,Monza,Kacper Urbanski,POL,20-254,7,247,3,7,86.3,86.7,0.1,4.0,30.0,41.0
ITA-Serie A,Monza,Kacper Urbanski,POL,20-254,8,500,3,7,84.1,70.0,0.5,9.0,14.0,15.0
ITA-Serie A,Monza,Kacper Urbanski,POL,20-254,8,500,3,7,86.3,86.7,0.1,4.0,30.0,41.0
ITA-Serie A,Monza,Kevin Zeroli,ITA,20-128,1,12,2,6,74.0,60.0,0.5,2.0,6.0,5.0
ITA-Serie A,Monza,Kevin Zeroli,ITA,20-128,8,395,2,6,74.0,60.0,0.5,2.0,6.0,5.0
ITA-Serie A,Monza,Matteo Pessina,ITA,28-028,11,854,4,6,86.5,75.5,0.1,4.0,31.0,28.0
ITA-Serie A,Monza,Mattia Valoti,ITA,31-255,5,40,3,2,63.2,100.0,0.0,0.0,0.0,0.0
ITA-Serie A,Monza,Samuele Vignato,ITA,21-084,17,470,3,1,75.4,30.8,0.0,1.0,9.0,17.0
ITA-Serie A,Monza,Stefano Sensi,ITA,29-287,11,253,5,3,86.4,60.5,0.0,2.0,33.0,33.0
ITA-Serie A,Monza,Warren Bondo,FRA,21-246,4,162,24,16,91.7,100.0,0.1,1.0,9.0,7.0
ITA-Serie A,Monza,Warren Bondo,FRA,21-246,4,162,24,16,88.9,65.1,0.3,5.0,35.0,39.0
ITA-Serie A,Monza,Warren Bondo,FRA,21-246,20,1618,24,16,91.7,100.0,0.1,1.0,9.0,7.0
ITA-Serie A,Monza,Warren Bondo,FRA,21-246,20,1618,24,16,88.9,65.1,0.3,5.0,35.0,39.0
ITA-Serie A,Napoli,Andre-Frank Zambo Anguissa,CMR,29-184,34,2768,26,24,84.5,69.3,2.4,26.0,126.0,140.0
ITA-Serie A,Napoli,Billy Gilmour,SCO,23-342,2,98,13,6,86.6,57.1,0.0,0.0,12.0,11.0
ITA-Serie A,Napoli,Billy Gilmour,SCO,23-342,2,98,13,6,88.0,70.5,1.6,19.0,60.0,65.0
ITA-Serie A,Napoli,Billy Gilmour,SCO,23-342,25,1087,13,6,86.6,57.1,0.0,0.0,12.0,11.0
ITA-Serie A,Napoli,Billy Gilmour,SCO,23-342,25,1087,13,6,88.0,70.5,1.6,19.0,60.0,65.0
ITA-Serie A,Napoli,Philip Billing,DEN,28-342,10,184,6,4,68.6,26.7,1.1,9.0,9.0,15.0
ITA-Serie A,Napoli,Philip Billing,DEN,28-342,10,184,6,4,77.7,100.0,0.1,3.0,6.0,5.0
ITA-Serie A,Napoli,Philip Billing,DEN,28-342,9,191,6,4,68.6,26.7,1.1,9.0,9.0,15.0
ITA-Serie A,Napoli,Philip Billing,DEN,28-342,9,191,6,4,77.7,100.0,0.1,3.0,6.0,5.0
ITA-Serie A,Napoli,Scott McTominay,SCO,28-162,2,19,25,21,100.0,100.0,0.0,0.0,2.0,1.0
ITA-Serie A,Napoli,Scott McTominay,SCO,28-162,2,19,25,21,83.8,71.8,2.5,23.0,66.0,109.0
ITA-Serie A,Napoli,Scott McTominay,SCO,28-162,33,2848,25,21,100.0,100.0,0.0,0.0,2.0,1.0
ITA-Serie A,Napoli,Scott McTominay,SCO,28-162,33,2848,25,21,83.8,71.8,2.5,23.0,66.0,109.0
ITA-Serie A,Napoli,Stanislav Lobotka,SVK,30-175,32,2636,30,29,90.8,83.0,1.2,17.0,110.0,118.0
ITA-Serie A,Parma,Adrian Bernabe,ESP,23-358,20,1370,18,22,83.5,64.8,1.0,21.0,96.0,107.0
ITA-Serie A,Parma,Hernani,BRA,31-053,24,1282,24,26,74.9,57.5,1.3,24.0,44.0,72.0
ITA-Serie A,Parma,Mandela Keita,BEL,23-009,29,1819,25,18,90.5,80.3,1.0,15.0,55.0,50.0
ITA-Serie A,Parma,Mohamed Haj,TUN,20-054,15,453,1,3,78.1,50.0,1.2,9.0,12.0,13.0
ITA-Serie A,Parma,Nahuel Estévez,ARG,29-186,13,644,5,9,75.8,50.0,0.8,6.0,26.0,29.0
ITA-Serie A,Parma,Simon Sohm,SUI,24-038,36,2912,17,10,85.0,65.6,2.0,19.0,117.0,139.0
ITA-Serie A,Parma,Wylan Cyprien,FRA,30-111,2,28,0,1,66.7,60.0,0.0,0.0,2.0,2.0
ITA-Serie A,Roma,Bryan Cristante,ITA,30-077,29,1955,28,19,82.4,61.5,1.3,16.0,138.0,136.0
ITA-Serie A,Roma,Enzo Le Fée,FRA,25-105,6,318,4,9,85.9,54.2,0.1,3.0,26.0,28.0
ITA-Serie A,Roma,Leandro Paredes,ARG,30-324,21,1284,14,13,87.6,63.6,1.5,21.0,100.0,99.0
ITA-Serie A,Roma,Lorenzo Pellegrini,ITA,28-334,25,1626,16,8,79.5,49.4,2.5,27.0,35.0,61.0
ITA-Serie A,Roma,Lucas Gourna-Douath,FRA,21-287,6,229,4,1,91.2,100.0,0.1,2.0,11.0,9.0
ITA-Serie A,Roma,Manu Koné,FRA,24-002,33,2482,25,26,91.0,86.2,1.4,18.0,109.0,138.0
ITA-Serie A,Roma,Niccolò Pisilli,ITA,20-238,27,1226,10,14,83.5,63.5,0.7,10.0,67.0,63.0
ITA-Serie A,Torino,Cesare Casadei,ITA,22-129,14,959,5,3,79.1,72.2,0.4,7.0,33.0,35.0
ITA-Serie A,Torino,Gvidas Gineitis,LTU,21-034,29,1398,15,16,74.5,47.1,2.0,21.0,38.0,36.0
ITA-Serie A,Torino,Ivan Ilić,SRB,24-063,19,920,2,0,83.4,71.4,1.1,9.0,39.0,45.0
ITA-Serie A,Torino,Karol Linetty,POL,30-106,27,1521,23,14,84.9,72.1,0.9,10.0,45.0,47.0
ITA-Serie A,Torino,Samuele Ricci,ITA,23-271,33,2754,19,21,87.6,68.3,0.5,12.0,95.0,107.0
ITA-Serie A,Udinese,Jesper Karlström,SWE,29-332,36,3096,33,28,83.3,59.1,1.1,21.0,136.0,134.0
ITA-Serie A,Udinese,Jurgen Ekkelenkamp,NED,25-044,33,1802,24,25,80.1,62.2,1.3,15.0,41.0,70.0
ITA-Serie A,Udinese,Martín Payero,ARG,26-250,25,1381,16,16,77.8,52.7,1.3,15.0,46.0,51.0
ITA-Serie A,Udinese,Oier Zarraga,ESP,26-135,21,857,11,8,82.6,56.7,0.4,6.0,24.0,26.0
ITA-Serie A,Udinese,Sandi Lovrić,SVN,27-052,36,2308,29,33,78.7,55.8,3.4,32.0,81.0,120.0
ITA-Serie A,Venezia,Alfred Duncan,GHA,32-070,16,957,8,7,81.1,50.0,1.1,11.0,37.0,53.0
ITA-Serie A,Venezia,Cheick Oumar Conde,GUI,24-297,9,151,5,7,66.7,50.0,0.0,1.0,6.0,8.0
ITA-Serie A,Venezia,Domen Črnigoj,SVN,29-182,8,136,2,5,51.0,12.5,0.0,0.0,1.0,4.0
ITA-Serie A,Venezia,Gianluca Busio,USA,22-356,33,2518,31,36,75.9,60.3,1.6,28.0,46.0,95.0
ITA-Serie A,Venezia,Hans Nicolussi Caviglia,ITA,24-335,34,2771,28,38,79.2,55.7,2.2,28.0,117.0,130.0
ITA-Serie A,Venezia,Issa Doumbia,CIV,21-215,23,863,8,16,74.7,30.8,0.1,3.0,16.0,22.0
ITA-Serie A,Venezia,Kike Pérez,ESP,28-094,19,1191,25,14,78.0,53.3,1.0,17.0,47.0,67.0
ITA-Serie A,Venezia,Kike Pérez,ESP,28-094,19,1191,25,14,74.6,50.5,1.2,16.0,55.0,55.0
ITA-Serie A,Venezia,Kike Pérez,ESP,28-094,15,1091,25,14,78.0,53.3,1.0,17.0,47.0,67.0
ITA-Serie A,Venezia,Kike Pérez,ESP,28-094,15,1091,25,14,74.6,50.5,1.2,16.0,55.0,55.0
ITA-Serie A,Venezia,Magnus Kofod Andersen,DEN,26-009,14,695,4,7,79.9,45.0,0.5,9.0,18.0,24.0
ITA-Serie A,Venezia,Nicholas Pierini,ITA,26-286,2,83,0,2,75.0,50.0,0.1,2.0,1.0,2.0
ITA-Serie A,Venezia,Saad El Haddad,MAR,19-299,3,30,0,0,78.6,100.0,0.0,1.0,1.0,1.0
